Label,,,Naver,,,,,,
ID,gender,age,gender,acc,age_min,age_max,acc,gender_diff,age_diff
001600,male,23,male,0.999922,29,33,1,TRUE,FALSE
001601,female,50,male,0.999353,56,60,0.228463,FALSE,FALSE
001603,male,23,male,0.999997,23,27,0.466648,TRUE,TRUE
001604,male,24,male,1,31,35,0.412153,TRUE,FALSE
001606,female,24,female,0.998922,11,15,0.732547,TRUE,FALSE
001607,female,18,female,0.999899,18,22,0.363446,TRUE,TRUE
001608,female,19,female,0.999909,28,32,0.687374,TRUE,FALSE
001610,female,20,female,0.99991,22,26,1,TRUE,FALSE
001611,male,23,male,1,27,31,1,TRUE,FALSE
001612,female,23,female,0.949813,24,28,0.440357,TRUE,FALSE
001614,female,44,female,0.972632,53,57,0.533192,TRUE,FALSE
001615,female,18,female,0.999776,27,31,1,TRUE,FALSE
001616,female,40,female,0.999445,52,56,0.111793,TRUE,FALSE
001617,female,37,female,0.994284,53,57,0.607187,TRUE,FALSE
001619,female,19,female,0.965467,9,13,0.663447,TRUE,FALSE
001620,male,45,male,0.999997,73,77,0.261193,TRUE,FALSE
001621,female,34,female,0.999175,40,44,1,TRUE,FALSE
001622,female,40,female,0.998169,68,72,1,TRUE,FALSE
001623,female,19,female,0.999872,24,28,0.488662,TRUE,FALSE
001624,female,23,female,0.997036,8,12,1,TRUE,FALSE
001625,male,60,male,0.999942,81,85,0.249666,TRUE,FALSE
001626,female,58,female,0.501881,82,86,0.542136,TRUE,FALSE
001628,female,55,female,0.974526,67,71,0.868014,TRUE,FALSE
001629,female,42,female,0.999965,68,72,1,TRUE,FALSE
001630-1,female,34,male,0.940829,34,38,0.395755,FALSE,TRUE
001631,female,58,male,0.973682,77,81,0.278286,FALSE,FALSE
001632,female,58,female,0.95226,73,77,0.274585,TRUE,FALSE
001633,female,58,female,0.643973,83,87,0.334528,TRUE,FALSE
001635,male,45,male,1,54,58,0.442777,TRUE,FALSE
001636,male,28,male,0.999932,17,21,0.390238,TRUE,FALSE
001637,female,34,female,0.983633,35,39,0.0977054,TRUE,FALSE
001638,male,35,male,1,37,41,0.511378,TRUE,FALSE
001639,male,18,male,0.999999,29,33,0.338274,TRUE,FALSE
001640,male,18,male,0.999989,22,26,0.449583,TRUE,FALSE
001641,male,18,male,1,24,28,0.662199,TRUE,FALSE
001643,female,21,female,0.652813,18,22,0.990886,TRUE,TRUE
001644,male,22,male,0.99998,27,31,0.697617,TRUE,FALSE
001645-1,female,26,female,0.99792,42,46,1,TRUE,FALSE
001646,female,22,male,0.991674,19,23,0.200346,FALSE,TRUE
001647-1,female,56,male,0.987813,80,84,0.365827,FALSE,FALSE
001647,male,46,male,1,66,70,0.664461,TRUE,FALSE
001648,male,50,male,0.999294,70,74,0.331908,TRUE,FALSE
001649,female,44,female,0.995032,57,61,0.221436,TRUE,FALSE
001650,female,49,female,0.99981,61,65,0.133364,TRUE,FALSE
001652,female,35,female,0.997705,44,48,0.322532,TRUE,FALSE
001653,female,36,male,0.811428,26,30,0.968403,FALSE,FALSE
001655,female,58,male,0.997582,69,73,0.28117,FALSE,FALSE
001656,female,60,male,0.999897,79,83,0.289165,FALSE,FALSE
001657,female,18,male,0.65951,22,26,0.381376,FALSE,FALSE
001658,female,19,female,0.97863,20,24,1,TRUE,FALSE
001659,male,23,male,0.999994,25,29,0.507041,TRUE,FALSE
001660,female,18,female,0.998659,15,19,1,TRUE,TRUE
001661,female,45,female,0.989664,62,66,0.846318,TRUE,FALSE
001662,female,30,male,0.747769,45,49,0.288707,FALSE,FALSE
001663,male,23,male,0.999987,22,26,0.673277,TRUE,TRUE
001664,female,51,male,0.998144,61,65,0.258318,FALSE,FALSE
001665,male,22,male,0.999615,17,21,0.66539,TRUE,FALSE
001666,female,45,male,0.911835,33,37,0.447529,FALSE,FALSE
001667,female,45,male,0.99648,71,75,0.929303,FALSE,FALSE
001668,female,48,female,0.999249,62,66,0.16739,TRUE,FALSE
001669,male,52,male,0.999769,88,92,0.907493,TRUE,FALSE
001700,male,33,male,0.999993,37,41,0.510826,TRUE,FALSE
001702,female,24,female,0.999644,9,13,0.56187,TRUE,FALSE
001703,male,49,male,0.999999,75,79,0.377176,TRUE,FALSE
001704,male,51,male,1,67,71,0.310246,TRUE,FALSE
001705,male,37,male,1,49,53,0.854684,TRUE,FALSE
001707,female,56,female,0.800485,64,68,0.431325,TRUE,FALSE
001708,female,55,female,0.712908,84,88,0.374894,TRUE,FALSE
001709,female,46,female,0.980931,71,75,0.11598,TRUE,FALSE
001710,male,58,male,1,62,66,0.384832,TRUE,FALSE
001712,female,56,female,0.652393,83,87,0.625114,TRUE,FALSE
001713,female,53,female,0.999632,72,76,0.455652,TRUE,FALSE
001714,female,35,female,0.999019,20,24,0.184473,TRUE,FALSE
001715,male,43,male,1,54,58,0.380881,TRUE,FALSE
001716,male,27,male,0.993944,23,27,0.957509,TRUE,TRUE
001717,male,56,male,0.999996,70,74,0.217296,TRUE,FALSE
001718,male,55,male,1,63,67,0.443368,TRUE,FALSE
001719,female,50,female,0.998914,74,78,0.216978,TRUE,FALSE
001720,female,18,male,0.999613,14,18,1,FALSE,TRUE
001721,female,35,female,0.984172,49,53,0.680066,TRUE,FALSE
001722,male,30,male,0.999999,40,44,0.351701,TRUE,FALSE
001723,female,35,male,0.997308,78,82,0.722915,FALSE,FALSE
001724,female,22,female,0.976695,15,19,0.473812,TRUE,FALSE
001725,female,25,female,0.70549,36,40,0.148369,TRUE,FALSE
001726,male,26,male,0.998338,19,23,0.425482,TRUE,FALSE
001727,male,28,male,0.999968,14,18,1,TRUE,FALSE
001728,female,38,male,0.96732,52,56,0.0825509,FALSE,FALSE
001729,male,51,male,1,63,67,0.235778,TRUE,FALSE
001730,female,22,female,0.998619,10,14,1,TRUE,FALSE
001734,male,23,male,0.999991,23,27,0.354669,TRUE,TRUE
001735,male,53,male,0.99989,74,78,0.256613,TRUE,FALSE
001736,female,36,female,0.999552,39,43,1,TRUE,FALSE
001737,male,18,male,0.91427,9,13,0.48769,TRUE,FALSE
001738,female,26,female,0.999863,26,30,0.613957,TRUE,TRUE
001739,male,29,male,0.999999,47,51,0.68616,TRUE,FALSE
001740,female,50,male,0.846643,78,82,0.226762,FALSE,FALSE
001741,female,44,female,0.999605,57,61,0.514158,TRUE,FALSE
001742,female,43,female,0.999885,67,71,1,TRUE,FALSE
001743,female,48,female,0.999704,56,60,0.887331,TRUE,FALSE
001744,female,46,female,0.999897,63,67,0.375585,TRUE,FALSE
001745,female,47,female,0.999738,66,70,1,TRUE,FALSE
001747,male,49,male,1,62,66,0.202824,TRUE,FALSE
001748,female,47,female,0.999794,68,72,1,TRUE,FALSE
001749,female,39,male,0.999119,54,58,0.410889,FALSE,FALSE
001750,female,50,female,0.998267,63,67,0.913816,TRUE,FALSE
001751,male,51,male,1,61,65,0.328611,TRUE,FALSE
001752,male,53,male,0.99999,68,72,0.922044,TRUE,FALSE
001754,female,43,female,0.999431,55,59,0.469995,TRUE,FALSE
001755,male,38,male,0.999967,52,56,0.836571,TRUE,FALSE
001756,male,59,male,0.999993,72,76,0.167929,TRUE,FALSE
001757,female,45,female,0.998729,54,58,0.243191,TRUE,FALSE
001758,male,55,male,0.999999,66,70,0.530859,TRUE,FALSE
001759,female,46,male,0.99917,58,62,0.88806,FALSE,FALSE
001760,female,50,female,0.999641,62,66,0.645211,TRUE,FALSE
001761,male,44,male,0.999995,53,57,0.25734,TRUE,FALSE
001762,male,40,male,1,45,49,0.273065,TRUE,FALSE
001763,female,42,female,0.989936,51,55,0.563297,TRUE,FALSE
001765,male,58,male,0.999983,64,68,1,TRUE,FALSE
001766,female,53,female,0.999854,64,68,0.242553,TRUE,FALSE
001767,female,50,female,0.997721,52,56,0.596263,TRUE,FALSE
001769,male,51,male,0.999997,72,76,0.67593,TRUE,FALSE
001770,female,47,female,0.999931,49,53,0.449885,TRUE,FALSE
001771,female,54,female,0.993371,56,60,0.427843,TRUE,FALSE
001772,male,57,male,1,69,73,1,TRUE,FALSE
001773,female,56,female,0.999623,69,73,0.424653,TRUE,FALSE
001774-1,female,52,female,0.548309,62,66,0.48369,TRUE,FALSE
001774-2,male,52,male,0.999994,55,59,0.736669,TRUE,FALSE
001774,female,58,female,0.999823,63,67,0.472586,TRUE,FALSE
001775-1,female,50,male,0.999853,43,47,0.93432,FALSE,FALSE
001775,male,58,male,0.999954,61,65,0.227104,TRUE,FALSE
001776,male,54,male,0.999988,64,68,0.410316,TRUE,FALSE
001777,female,58,female,0.998262,67,71,0.649216,TRUE,FALSE
001779,female,53,female,0.999806,67,71,1,TRUE,FALSE
001780,female,54,female,0.999866,61,65,0.549706,TRUE,FALSE
001781,female,53,female,0.999752,57,61,0.519986,TRUE,FALSE
001783,female,42,male,0.590253,47,51,0.462913,FALSE,FALSE
001785,male,26,male,0.999999,26,30,1,TRUE,TRUE
001786,male,28,male,0.999911,23,27,0.700237,TRUE,FALSE
001787,female,26,child,0.924855,10,14,0.530786,FALSE,FALSE
001788,male,28,male,0.999999,28,32,0.323216,TRUE,TRUE
001790,female,50,female,0.999911,55,59,0.626527,TRUE,FALSE
001791,male,24,male,0.999991,22,26,0.807209,TRUE,TRUE
001792,male,26,male,0.999992,25,29,0.706517,TRUE,TRUE
001793,female,25,female,0.999696,24,28,0.706297,TRUE,TRUE
001794,female,53,female,0.999884,53,57,0.71204,TRUE,TRUE
001795,male,27,male,1,49,53,1,TRUE,FALSE
001796,female,23,female,0.999689,24,28,1,TRUE,FALSE
001798,male,23,male,0.999999,30,34,0.313667,TRUE,FALSE
001799,female,25,female,0.999534,14,18,0.337079,TRUE,FALSE
001800,female,54,female,0.993126,71,75,0.237942,TRUE,FALSE
001803,female,27,female,0.999549,36,40,0.301491,TRUE,FALSE
001804,female,23,female,0.999712,26,30,0.6023,TRUE,FALSE
001806,female,23,female,0.99321,19,23,0.911605,TRUE,TRUE
001808,male,55,male,0.999998,50,54,0.397536,TRUE,FALSE
001809,male,24,male,0.999209,18,22,1,TRUE,FALSE
001810,male,56,male,1,59,63,0.380105,TRUE,FALSE
001812,male,21,male,0.999881,17,21,0.924774,TRUE,TRUE
001813,male,55,male,0.999485,60,64,0.12911,TRUE,FALSE
001815,male,26,male,0.99978,27,31,0.864473,TRUE,FALSE
001817,male,23,male,0.99999,16,20,0.136114,TRUE,FALSE
001820,female,22,female,0.999343,16,20,0.261908,TRUE,FALSE
001821,female,36,female,0.997688,44,48,0.0981163,TRUE,FALSE
001822,female,18,female,0.999622,11,15,0.96716,TRUE,FALSE
001825,female,21,female,0.999606,16,20,0.20784,TRUE,FALSE
001826,female,25,female,0.999358,26,30,0.779633,TRUE,FALSE
001827,male,18,male,0.999318,15,19,1,TRUE,TRUE
001829,male,24,male,0.999971,22,26,0.569245,TRUE,TRUE
001830,male,24,male,0.999934,24,28,0.0551821,TRUE,TRUE
001836,female,24,,,,,,FALSE,FALSE
001839,male,26,male,0.999971,17,21,0.28063,TRUE,FALSE
001840-1,male,22,male,0.999969,20,24,0.503196,TRUE,TRUE
001840,male,23,male,0.999973,18,22,1,TRUE,FALSE
001841,female,40,female,0.999514,51,55,0.538415,TRUE,FALSE
001842,male,23,male,0.999992,19,23,0.392585,TRUE,TRUE
001843,male,19,male,0.999918,14,18,0.268469,TRUE,FALSE
001851,male,25,male,0.999678,18,22,1,TRUE,FALSE
001852,male,48,male,0.999998,30,34,0.383443,TRUE,FALSE
001855,female,24,female,0.999719,20,24,0.766017,TRUE,TRUE
001864,female,26,female,0.997035,17,21,0.892149,TRUE,FALSE
001868,female,52,male,0.998993,64,68,0.598451,FALSE,FALSE
001879,female,54,male,0.950528,71,75,0.167456,FALSE,FALSE
001881,female,50,male,0.979379,60,64,0.390862,FALSE,FALSE
001882,female,52,male,0.999472,74,78,0.118418,FALSE,FALSE
001883,female,49,male,0.764961,61,65,0.14698,FALSE,FALSE
001892,female,52,male,0.995972,84,88,0.560271,FALSE,FALSE
001894,female,54,male,0.999979,59,63,0.819493,FALSE,FALSE
001895,female,60,male,0.711795,80,84,0.832408,FALSE,FALSE
001899,male,50,male,0.999959,69,73,0.295575,TRUE,FALSE
001900,female,60,male,0.999933,87,91,0.362941,FALSE,FALSE
001903,female,60,child,0.701878,90,94,0.783095,FALSE,FALSE
001904,male,59,male,0.997854,73,77,0.483386,TRUE,FALSE
001905,female,52,male,0.499888,79,83,0.528962,FALSE,FALSE
001906,female,50,male,0.997417,76,80,0.281465,FALSE,FALSE
001908,female,53,male,0.998824,80,84,0.558952,FALSE,FALSE
001910,female,60,male,0.999835,89,93,0.602201,FALSE,FALSE
001917,male,53,male,0.999665,87,91,0.356916,TRUE,FALSE
001918,male,50,male,0.999973,77,81,0.248217,TRUE,FALSE
001919,female,53,male,0.999874,56,60,0.235933,FALSE,FALSE
001920,female,60,male,0.99749,89,93,0.831244,FALSE,FALSE
001922,male,42,male,0.999994,76,80,0.340913,TRUE,FALSE
001925,female,50,male,0.999867,64,68,0.626583,FALSE,FALSE
001926,female,50,male,0.996469,82,86,0.514619,FALSE,FALSE
001970,male,21,male,0.999984,19,23,1,TRUE,TRUE
001971,male,21,male,0.999969,27,31,0.761627,TRUE,FALSE
001972,female,53,male,0.999901,91,95,0.425312,FALSE,FALSE
001973,female,56,male,0.999943,83,87,0.677576,FALSE,FALSE
001975,female,57,female,0.992101,79,83,0.598505,TRUE,FALSE
001979,female,29,female,0.740755,28,32,0.717726,TRUE,TRUE
001984,female,33,female,0.999582,36,40,0.310431,TRUE,FALSE
001985,female,34,female,0.999376,28,32,0.634128,TRUE,FALSE
001986,female,56,male,0.996519,86,90,0.298271,FALSE,FALSE
001987,female,48,female,0.981078,59,63,0.0633106,TRUE,FALSE
001988,male,35,male,0.999999,39,43,0.367596,TRUE,FALSE
001989,male,50,male,0.999984,51,55,0.315637,TRUE,FALSE
001990,male,35,male,0.999991,32,36,0.244843,TRUE,TRUE
002826,male,20,male,0.99999,28,32,1,TRUE,FALSE
003001,female,19,female,0.999794,17,21,1,TRUE,TRUE
003002,female,20,female,0.98,9,13,0.903958,TRUE,FALSE
003003,female,18,female,0.999962,20,24,1,TRUE,FALSE
003004,female,19,female,0.996965,15,19,0.900243,TRUE,TRUE
003005,female,20,female,0.999857,19,23,0.819668,TRUE,TRUE
003006,female,19,female,0.998906,16,20,0.854561,TRUE,TRUE
003007,female,19,female,0.999151,13,17,0.774936,TRUE,FALSE
003009,female,20,female,0.999442,19,23,0.636069,TRUE,TRUE
003010,female,20,female,0.997507,22,26,0.369104,TRUE,FALSE
003011,female,19,female,0.999336,19,23,0.701806,TRUE,TRUE
003012,female,18,female,0.97849,12,16,0.211112,TRUE,FALSE
003013,female,19,female,0.997566,10,14,1,TRUE,FALSE
003014,female,20,female,0.994769,23,27,0.306773,TRUE,FALSE
003015,female,19,female,0.996963,15,19,1,TRUE,TRUE
003017,female,19,female,0.998264,17,21,0.217616,TRUE,TRUE
003019,female,19,female,0.998188,16,20,0.886543,TRUE,TRUE
003020,female,19,female,0.900602,16,20,0.836751,TRUE,TRUE
003021,female,20,female,0.999987,17,21,0.946998,TRUE,TRUE
003022,female,19,female,0.995744,18,22,0.700297,TRUE,TRUE
003023,female,20,female,0.999328,9,13,0.700294,TRUE,FALSE
003024,female,20,female,0.986312,24,28,0.800509,TRUE,FALSE
003026,female,20,female,0.987761,15,19,0.866167,TRUE,FALSE
003028,female,20,female,0.999084,18,22,0.993861,TRUE,TRUE
003029,female,20,female,0.999739,21,25,0.645963,TRUE,FALSE
003031,female,19,female,0.999216,12,16,0.399819,TRUE,FALSE
003032,female,20,male,0.501961,5,9,0.991419,FALSE,FALSE
003033,female,19,female,0.979974,18,22,0.654722,TRUE,TRUE
003034,female,20,female,0.999927,19,23,0.610874,TRUE,TRUE
003035,female,20,female,0.999846,16,20,1,TRUE,TRUE
003036,female,19,female,0.999548,16,20,0.674053,TRUE,TRUE
003037,female,19,female,0.999594,17,21,0.695594,TRUE,TRUE
003038,female,20,female,0.999971,18,22,0.432735,TRUE,TRUE
003039,female,19,female,0.99838,15,19,0.711995,TRUE,TRUE
003041,female,20,female,0.99948,22,26,0.828677,TRUE,FALSE
003042,female,20,female,0.999733,21,25,0.451648,TRUE,FALSE
003044,female,20,female,0.997662,23,27,0.728778,TRUE,FALSE
003046,female,20,female,0.999836,16,20,0.537326,TRUE,TRUE
003047,female,20,female,0.999559,16,20,1,TRUE,TRUE
003048,female,19,female,0.999923,18,22,0.618927,TRUE,TRUE
003049,female,20,female,0.891213,10,14,0.318137,TRUE,FALSE
003050,female,20,female,0.999798,19,23,0.998789,TRUE,TRUE
003051,female,20,female,0.99963,9,13,0.577981,TRUE,FALSE
003052,female,19,female,0.999921,26,30,0.23414,TRUE,FALSE
003053,female,20,female,0.99977,16,20,1,TRUE,TRUE
003054,female,19,female,0.99961,22,26,0.87287,TRUE,FALSE
003055,female,20,female,0.989389,10,14,0.716317,TRUE,FALSE
003056,female,20,female,0.999822,17,21,0.650866,TRUE,TRUE
003057,female,19,female,0.999189,19,23,0.105278,TRUE,TRUE
003058,female,20,child,0.972212,7,11,1,FALSE,FALSE
003059,female,19,female,0.998121,11,15,0.907009,TRUE,FALSE
003060,female,19,female,0.999932,13,17,1,TRUE,FALSE
003061,female,20,female,0.999867,16,20,0.289392,TRUE,TRUE
003062,female,20,female,0.985675,12,16,0.594141,TRUE,FALSE
003063,female,19,female,0.99964,12,16,0.362486,TRUE,FALSE
003064,female,20,female,0.999535,15,19,0.975908,TRUE,FALSE
003066,female,19,female,0.993572,16,20,0.820652,TRUE,TRUE
003068,female,20,female,0.998904,19,23,1,TRUE,TRUE
003069,female,19,female,0.998726,16,20,0.669862,TRUE,TRUE
003070,female,20,female,0.998897,16,20,1,TRUE,TRUE
003071,female,20,female,0.760755,9,13,0.904495,TRUE,FALSE
003073,female,19,female,0.999767,23,27,0.743656,TRUE,FALSE
003074,female,19,female,0.999902,15,19,0.952122,TRUE,TRUE
003078,female,20,female,0.77466,11,15,0.298279,TRUE,FALSE
003079,female,19,female,0.9776,20,24,0.661359,TRUE,FALSE
003080,female,19,female,0.998983,18,22,1,TRUE,TRUE
003081,female,20,female,0.848941,8,12,0.906042,TRUE,FALSE
003082,female,19,female,0.958867,25,29,0.436967,TRUE,FALSE
003084,female,19,female,0.99014,18,22,0.355809,TRUE,TRUE
003085,female,20,,,,,,FALSE,FALSE
003087,female,19,female,0.999902,18,22,0.609641,TRUE,TRUE
003088,female,19,female,0.999294,17,21,1,TRUE,TRUE
003090,female,19,female,0.999212,10,14,0.90702,TRUE,FALSE
003092,female,20,female,0.999879,14,18,0.936853,TRUE,FALSE
003093,female,19,female,0.987979,10,14,0.425156,TRUE,FALSE
003094,female,20,female,0.999593,13,17,1,TRUE,FALSE
003095,female,20,female,0.999555,13,17,0.63198,TRUE,FALSE
003096,female,19,female,0.999789,14,18,1,TRUE,FALSE
003097,female,20,male,0.919125,10,14,0.689053,FALSE,FALSE
003099,female,20,female,0.994473,9,13,0.546743,TRUE,FALSE
003100,female,20,female,0.999457,17,21,0.311621,TRUE,TRUE
003101,female,18,female,0.999717,18,22,0.958583,TRUE,TRUE
003102,female,20,female,0.999827,13,17,0.61589,TRUE,FALSE
003103,female,20,female,0.999898,16,20,0.46785,TRUE,TRUE
003104,female,19,female,0.993225,16,20,0.86454,TRUE,TRUE
003106,female,20,female,0.997729,17,21,0.692538,TRUE,TRUE
003108,female,19,female,0.978446,15,19,0.345561,TRUE,TRUE
003109,female,20,female,0.995669,8,12,0.934988,TRUE,FALSE
003110,female,19,female,0.999913,13,17,0.386463,TRUE,FALSE
003111,female,19,male,0.99426,14,18,0.584199,FALSE,FALSE
003112,female,20,female,0.998861,28,32,1,TRUE,FALSE
003113,female,20,female,0.878499,19,23,0.810192,TRUE,TRUE
003115,female,18,female,0.997803,13,17,0.545786,TRUE,FALSE
003117,female,18,female,0.996725,15,19,1,TRUE,TRUE
003118,female,20,female,0.999816,26,30,0.732574,TRUE,FALSE
003119,female,20,female,0.999579,26,30,0.892735,TRUE,FALSE
003120,female,19,female,0.999722,21,25,0.7769,TRUE,FALSE
003121,female,19,female,0.999806,25,29,1,TRUE,FALSE
003123,female,19,female,0.996208,14,18,1,TRUE,FALSE
003124,female,20,female,0.999765,15,19,0.577378,TRUE,FALSE
003125,female,19,female,0.999881,19,23,0.306943,TRUE,TRUE
003127,female,20,female,0.999736,20,24,0.158739,TRUE,TRUE
003128,female,19,female,0.95343,14,18,0.471889,TRUE,FALSE
003129,female,20,female,0.982124,9,13,0.682472,TRUE,FALSE
003130,female,19,female,0.999963,21,25,0.758482,TRUE,FALSE
003131,female,20,female,0.998986,16,20,0.933114,TRUE,TRUE
003132,female,19,female,0.997162,10,14,0.739053,TRUE,FALSE
003133,female,19,female,0.977437,16,20,0.870169,TRUE,TRUE
003134,female,20,female,0.999637,11,15,0.680597,TRUE,FALSE
003135,female,20,female,0.989237,11,15,0.645267,TRUE,FALSE
003136,female,19,female,0.999723,10,14,0.502303,TRUE,FALSE
003137,female,20,female,0.999706,9,13,1,TRUE,FALSE
003138,female,20,female,0.99062,16,20,0.610107,TRUE,TRUE
003139,female,20,female,0.997571,15,19,0.216148,TRUE,FALSE
003140,female,20,child,0.541541,16,20,0.844452,FALSE,TRUE
003143,female,20,female,0.999781,18,22,1,TRUE,TRUE
003144,female,19,female,0.999652,17,21,0.749666,TRUE,TRUE
003145,female,19,female,0.999457,15,19,1,TRUE,TRUE
003146,female,20,female,0.996557,13,17,0.510598,TRUE,FALSE
003147,female,20,female,0.997835,12,16,0.694,TRUE,FALSE
003148,female,20,female,0.999536,18,22,0.323575,TRUE,TRUE
003150,female,19,female,0.999488,9,13,0.637519,TRUE,FALSE
003152,female,19,female,0.999901,14,18,0.441846,TRUE,FALSE
003153,female,19,female,0.99992,20,24,0.584493,TRUE,FALSE
003154,female,19,female,0.986943,10,14,0.6341,TRUE,FALSE
003155,female,19,female,0.99995,17,21,0.338105,TRUE,TRUE
003156,female,20,female,0.998756,17,21,0.841542,TRUE,TRUE
003157,female,20,female,0.563462,12,16,0.927222,TRUE,FALSE
003158,female,20,female,0.999546,8,12,0.834235,TRUE,FALSE
003160,female,19,female,0.999977,22,26,0.27703,TRUE,FALSE
003161,female,20,female,0.998187,16,20,1,TRUE,TRUE
003162,female,19,female,0.991841,17,21,1,TRUE,TRUE
003164,female,19,female,0.999749,14,18,1,TRUE,FALSE
003165,female,20,female,0.999351,15,19,0.736022,TRUE,FALSE
003166,female,20,female,0.99802,16,20,1,TRUE,TRUE
003167,female,19,female,0.691692,10,14,1,TRUE,FALSE
003168,female,20,female,0.999869,13,17,0.112536,TRUE,FALSE
003169,female,20,female,0.862997,14,18,1,TRUE,FALSE
003170,female,20,female,0.996985,10,14,0.767016,TRUE,FALSE
003171,female,19,female,0.999776,21,25,0.41773,TRUE,FALSE
003172,female,19,female,0.999567,15,19,0.72122,TRUE,TRUE
003173,female,20,female,0.999544,10,14,0.815404,TRUE,FALSE
003175,female,20,female,0.998847,17,21,1,TRUE,TRUE
003176,female,19,female,0.99986,20,24,0.524835,TRUE,FALSE
003177,female,18,female,0.776549,9,13,0.50375,TRUE,FALSE
003178,female,20,female,0.999946,20,24,0.160865,TRUE,TRUE
003179,female,19,female,0.999937,18,22,0.570887,TRUE,TRUE
003180,female,19,female,0.999971,18,22,0.374271,TRUE,TRUE
003181,female,19,female,0.999781,12,16,0.583636,TRUE,FALSE
003182,female,20,female,0.99989,20,24,0.210241,TRUE,TRUE
003183,female,19,female,0.925481,18,22,0.703595,TRUE,TRUE
003184,female,20,female,0.999356,18,22,0.196113,TRUE,TRUE
003185,female,19,female,0.999959,28,32,0.963234,TRUE,FALSE
003187,female,20,female,0.999975,16,20,0.498914,TRUE,TRUE
003188,female,19,male,0.997651,26,30,0.861701,FALSE,FALSE
003190,female,19,female,0.999741,20,24,0.682817,TRUE,FALSE
003191,female,18,female,0.998699,18,22,0.398615,TRUE,TRUE
003192,female,19,female,0.999907,18,22,0.974858,TRUE,TRUE
003193,female,19,female,0.999841,20,24,0.599626,TRUE,FALSE
003194,female,20,female,0.998841,14,18,0.694785,TRUE,FALSE
003195,female,19,female,0.999872,18,22,0.491631,TRUE,TRUE
003196,female,20,female,0.999678,17,21,0.192484,TRUE,TRUE
003197,female,19,male,0.972307,12,16,0.673287,FALSE,FALSE
003198,female,19,female,0.859977,20,24,0.228878,TRUE,FALSE
003199,female,20,female,0.674174,19,23,1,TRUE,TRUE
003200,female,20,female,0.999784,12,16,0.347714,TRUE,FALSE
003220,female,20,female,0.999711,17,21,0.910942,TRUE,TRUE
003222,female,20,male,0.803884,17,21,0.32441,FALSE,TRUE
003223,female,18,female,0.982053,26,30,0.252074,TRUE,FALSE
003224,female,19,female,0.995827,23,27,0.411203,TRUE,FALSE
003225,female,20,male,0.996739,23,27,0.670944,FALSE,FALSE
003226,female,20,female,0.984959,13,17,0.594679,TRUE,FALSE
003227,female,19,female,0.999951,15,19,0.213492,TRUE,TRUE
003228,female,19,female,0.999789,13,17,0.649227,TRUE,FALSE
003231,female,19,male,0.807913,18,22,0.225018,FALSE,TRUE
003233,female,19,female,0.999893,18,22,0.417507,TRUE,TRUE
003234,female,20,female,0.99966,10,14,0.252005,TRUE,FALSE
003235,female,20,female,0.995075,18,22,0.744251,TRUE,TRUE
003237,female,19,female,0.998852,13,17,1,TRUE,FALSE
003238,female,20,female,0.99978,18,22,0.469711,TRUE,TRUE
003239,female,20,female,0.999637,16,20,1,TRUE,TRUE
003241,female,20,female,0.987556,12,16,0.888369,TRUE,FALSE
003242,female,20,female,0.999884,16,20,1,TRUE,TRUE
003243,female,19,female,0.999754,14,18,0.968776,TRUE,FALSE
003245,female,19,female,0.999787,16,20,0.553188,TRUE,TRUE
003246,female,19,female,0.996604,23,27,1,TRUE,FALSE
003248,female,20,female,0.999671,15,19,1,TRUE,FALSE
003259,female,20,female,0.998772,12,16,1,TRUE,FALSE
003264,female,19,female,0.999916,18,22,0.723482,TRUE,TRUE
003265,female,20,female,0.999791,20,24,0.106692,TRUE,TRUE
003266,female,20,female,0.999934,17,21,0.669274,TRUE,TRUE
003267,female,19,female,0.999759,22,26,0.0910691,TRUE,FALSE
003268,female,20,female,0.989321,12,16,0.855352,TRUE,FALSE
003269,female,19,female,0.999698,21,25,0.108192,TRUE,FALSE
003270,female,19,female,0.950641,8,12,0.718755,TRUE,FALSE
003272,female,19,male,0.984522,15,19,1,FALSE,TRUE
003274,female,20,female,0.997136,15,19,1,TRUE,FALSE
003276,female,19,child,0.967599,10,14,0.703867,FALSE,FALSE
003277,female,19,female,0.98021,17,21,0.750618,TRUE,TRUE
003278,female,20,female,0.999545,10,14,0.320638,TRUE,FALSE
003279,female,19,female,0.990484,14,18,0.558538,TRUE,FALSE
003280,female,20,female,0.984233,15,19,1,TRUE,FALSE
003282,female,19,female,0.999301,15,19,0.471073,TRUE,TRUE
003285,female,20,female,0.999409,14,18,0.894068,TRUE,FALSE
003286,female,19,female,0.997909,8,12,0.344292,TRUE,FALSE
003287,female,19,female,0.99813,14,18,1,TRUE,FALSE
003288,female,20,female,0.997273,21,25,0.369363,TRUE,FALSE
003289,female,19,female,0.983931,10,14,0.487701,TRUE,FALSE
003290,female,19,female,0.735298,5,9,1,TRUE,FALSE
003292,female,20,child,0.656742,6,10,1,FALSE,FALSE
003293,female,19,female,0.999903,19,23,0.315916,TRUE,TRUE
003294,female,19,male,0.968456,9,13,0.631014,FALSE,FALSE
003295,female,20,female,0.999174,9,13,0.593574,TRUE,FALSE
003296,female,19,female,0.992669,19,23,0.243109,TRUE,TRUE
003297,female,20,female,0.999474,22,26,0.375363,TRUE,FALSE
003298,female,19,female,0.99981,14,18,1,TRUE,FALSE
